tr_anni	picchi
0.148362326	1.31
0.148580828	1.31
0.148799973	1.31
0.149019767	1.31
0.14924021	1.31248
0.149461307	1.3165
0.149683059	1.32052
0.149905471	1.32454
0.150128545	1.32856
0.150352283	1.33
0.150576689	1.33
0.150801767	1.33
0.151027518	1.33
0.151253946	1.33
0.151481054	1.33
0.151708845	1.33
0.151937322	1.33
0.152166489	1.33
0.152396347	1.33
0.152626902	1.33139
0.152858154	1.3334
0.153090109	1.33541
0.153322769	1.33742
0.153556137	1.33943
0.153790216	1.34
0.154025011	1.34
0.154260523	1.34
0.154496756	1.34
0.154733715	1.34
0.154971401	1.34149
0.155209818	1.3435
0.155448971	1.34551
0.155688861	1.34752
0.155929493	1.34953
0.15617087	1.35
0.156412995	1.35
0.156655873	1.35
0.156899505	1.35
0.157143897	1.35
0.157389051	1.35318
0.157634972	1.3572
0.157881662	1.36122
0.158129125	1.36524
0.158377366	1.36926
0.158626387	1.37164
0.158876192	1.37365
0.159126785	1.37566
0.159378171	1.37767
0.159630351	1.37968
0.159883331	1.38
0.160137114	1.38
0.160391704	1.38
0.160647105	1.38
0.16090332	1.38
0.161160355	1.38348
0.161418211	1.3875
0.161676894	1.39152
0.161936408	1.39554
0.162196756	1.39956
0.162457942	1.4
0.162719971	1.4
0.162982846	1.4
0.163246573	1.4
0.163511154	1.4
0.163776594	1.4
0.164042897	1.4
0.164310068	1.4
0.164578111	1.4
0.164847029	1.4
0.165116828	1.4
0.165387511	1.4
0.165659084	1.4
0.165931549	1.4
0.166204913	1.4
0.166479178	1.4
0.16675435	1.4
0.167030434	1.4
0.167307433	1.4
0.167585352	1.4
0.167864196	1.40199
0.16814397	1.404
0.168424678	1.40601
0.168706324	1.40802
0.168988914	1.41003
0.169272453	1.41204
0.169556944	1.41405
0.169842394	1.41606
0.170128806	1.41807
0.170416186	1.42
0.170704538	1.42
0.170993868	1.42
0.17128418	1.42
0.17157548	1.42
0.171867772	1.42
0.172161061	1.42
0.172455354	1.42
0.172750654	1.42
0.173046967	1.42
0.173344299	1.42
0.173642654	1.42
0.173942038	1.42
0.174242456	1.42
0.174543913	1.42
0.174846416	1.42
0.175149969	1.42
0.175454577	1.42
0.175760247	1.42
0.176066984	1.42
0.176374794	1.42028
0.176683681	1.42229
0.176993653	1.4243
0.177304713	1.42631
0.17761687	1.42832
0.177930127	1.43
0.178244491	1.43
0.178559968	1.43
0.178876564	1.43
0.179194284	1.43
0.179513135	1.43038
0.179833123	1.43239
0.180154253	1.4344
0.180476533	1.43641
0.180799968	1.43842
0.181124564	1.44
0.181450327	1.44
0.181777265	1.44
0.182105383	1.44
0.182434687	1.44
0.182765185	1.44048
0.183096882	1.44249
0.183429785	1.4445
0.183763902	1.44651
0.184099237	1.44852
0.184435799	1.45
0.184773593	1.45
0.185112627	1.45
0.185452908	1.45
0.185794442	1.45
0.186137236	1.45
0.186481298	1.45
0.186826633	1.45
0.18717325	1.45
0.187521156	1.45
0.187870357	1.45063
0.188220862	1.45264
0.188572677	1.45465
0.188925809	1.45666
0.189280266	1.45867
0.189636056	1.46
0.189993186	1.46
0.190351664	1.46
0.190711497	1.46
0.191072693	1.46
0.19143526	1.46
0.191799205	1.46
0.192164537	1.46
0.192531263	1.46
0.192899392	1.46
0.193268931	1.46078
0.193639889	1.46279
0.194012273	1.4648
0.194386092	1.46681
0.194761355	1.46882
0.19513807	1.47
0.195516244	1.47
0.195895887	1.47
0.196277008	1.47
0.196659614	1.47
0.197043715	1.47088
0.197429319	1.47289
0.197816435	1.4749
0.198205073	1.47691
0.19859524	1.47892
0.198986947	1.48372
0.199380201	1.49176
0.199775014	1.4998
0.200171393	1.50784
0.200569348	1.51588
0.200968888	1.52
0.201370024	1.52
0.201772764	1.52
0.202177118	1.52
0.202583096	1.52
0.202990708	1.52
0.203399964	1.52
0.203810873	1.52
0.204223445	1.52
0.204637692	1.52
0.205053622	1.52108
0.205471246	1.52309
0.205890575	1.5251
0.20631162	1.52711
0.206734389	1.52912
0.207158895	1.53
0.207585148	1.53
0.208013159	1.53
0.208442938	1.53
0.208874497	1.53
0.209307846	1.53
0.209742998	1.53
0.210179962	1.53
0.210618751	1.53
0.211059376	1.53
0.211501849	1.53123
0.211946181	1.53324
0.212392383	1.53525
0.212840468	1.53726
0.213290448	1.53927
0.213742335	1.54128
0.21419614	1.54329
0.214651876	1.5453
0.215109556	1.54731
0.215569192	1.54932
0.216030796	1.55
0.216494382	1.55
0.216959961	1.55
0.217427547	1.55
0.217897153	1.55
0.218368792	1.55138
0.218842477	1.55339
0.219318222	1.5554
0.219796039	1.55741
0.220275943	1.55942
0.220757947	1.56143
0.221242066	1.56344
0.221728312	1.56545
0.2222167	1.56746
0.222707245	1.56947
0.22319996	1.57
0.22369486	1.57
0.22419196	1.57
0.224691274	1.57
0.225192817	1.57
0.225696604	1.57
0.22620265	1.57
0.226710971	1.57
0.227221581	1.57
0.227734497	1.57
0.228249733	1.57
0.228767306	1.57
0.229287232	1.57
0.229809526	1.57
0.230334205	1.57
0.230861286	1.57163
0.231390784	1.57364
0.231922717	1.57565
0.232457101	1.57766
0.232993954	1.57967
0.233533292	1.58168
0.234075132	1.58369
0.234619493	1.5857
0.235166391	1.58771
0.235715846	1.58972
0.236267873	1.59
0.236822493	1.59
0.237379722	1.59
0.23793958	1.59
0.238502085	1.59
0.239067256	1.59
0.239635112	1.59
0.240205671	1.59
0.240778955	1.59
0.241354981	1.59
0.24193377	1.59183
0.242515341	1.59384
0.243099716	1.59585
0.243686913	1.59786
0.244276954	1.59987
0.244869859	1.60188
0.24546565	1.60389
0.246064346	1.6059
0.246665971	1.60791
0.247270544	1.60992
0.247878088	1.61193
0.248488625	1.61394
0.249102178	1.61595
0.249718767	1.61796
0.250338417	1.61997
0.250961149	1.62198
0.251586987	1.62399
0.252215955	1.626
0.252848075	1.62801
0.253483372	1.63
0.254121869	1.63
0.254763591	1.63
0.255408562	1.63
0.256056807	1.63
0.256708351	1.63
0.257363219	1.63
0.258021437	1.63
0.258683031	1.63
0.259348026	1.63
0.260016448	1.63012
0.260688325	1.63213
0.261363684	1.63414
0.262042551	1.63615
0.262724953	1.63816
0.263410919	1.64017
0.264100476	1.64218
0.264793653	1.64419
0.265490479	1.6462
0.266190981	1.64821
0.26689519	1.65
0.267603135	1.65
0.268314846	1.65
0.269030352	1.65
0.269749684	1.65
0.270472874	1.65
0.271199951	1.65
0.271930949	1.65
0.272665897	1.65
0.273404829	1.65
0.274147777	1.65
0.274894774	1.65
0.275645852	1.65
0.276401046	1.65
0.27716039	1.65
0.277923917	1.65
0.278691663	1.65
0.279463662	1.65
0.28023995	1.65
0.281020563	1.65
0.281805536	1.65084
0.282594907	1.65486
0.283388713	1.65888
0.284186991	1.6629
0.28498978	1.66692
0.285797116	1.67047
0.28660904	1.67248
0.28742559	1.67449
0.288246806	1.6765
0.289072728	1.67851
0.289903396	1.68
0.290738853	1.68
0.291579139	1.68
0.292424296	1.68
0.293274366	1.68
0.294129393	1.68
0.294989421	1.68
0.295854493	1.68
0.296724653	1.68
0.297599947	1.68
0.29848042	1.68062
0.299366119	1.68263
0.300257089	1.68464
0.301153379	1.68665
0.302055036	1.68866
0.302962108	1.69
0.303874644	1.69
0.304792695	1.69
0.305716309	1.69
0.306645538	1.69
0.307580433	1.69216
0.308521046	1.69819
0.309467429	1.70422
0.310419637	1.71025
0.311377722	1.71628
0.31234174	1.72
0.313311745	1.72
0.314287794	1.72
0.315269944	1.72
0.316258251	1.72
0.317252773	1.72246
0.318253571	1.72849
0.319260702	1.73452
0.320274228	1.74055
0.32129421	1.74658
0.322320709	1.75261
0.323353788	1.75864
0.324393511	1.76467
0.325439942	1.7707
0.326493145	1.77673
0.327553188	1.78092
0.328620137	1.78293
0.329694059	1.78494
0.330775023	1.78695
0.331863099	1.78896
0.332958356	1.79097
0.334060867	1.79298
0.335170704	1.79499
0.33628794	1.797
0.337412649	1.79901
0.338544906	1.80102
0.339684788	1.80303
0.340832371	1.80504
0.341987735	1.80705
0.343150959	1.80906
0.344322123	1.81214
0.345501308	1.81616
0.346688598	1.82018
0.347884076	1.8242
0.349087827	1.82822
0.350299937	1.83112
0.351520495	1.83313
0.352749587	1.83514
0.353987305	1.83715
0.355233739	1.83916
0.356488982	1.84234
0.357753127	1.84636
0.35902627	1.85038
0.360308507	1.8544
0.361599935	1.85842
0.362900654	1.86488
0.364210765	1.87292
0.365530369	1.88096
0.366859571	1.889
0.368198474	1.89704
0.369547187	1.9
0.370905816	1.9
0.372274472	1.9
0.373653266	1.9
0.375042312	1.9
0.376441724	1.90132
0.377851618	1.90333
0.379272113	1.90534
0.380703328	1.90735
0.382145386	1.90936
0.38359841	1.91
0.385062527	1.91
0.386537862	1.91
0.388024546	1.91
0.38952271	1.91
0.391032488	1.91426
0.392554015	1.92029
0.394087429	1.92632
0.39563287	1.93235
0.39719048	1.93838
0.398760403	1.94147
0.400342786	1.94348
0.401937777	1.94549
0.403545528	1.9475
0.405166193	1.94951
0.406799927	1.95152
0.40844689	1.95353
0.410107244	1.95554
0.411781151	1.95755
0.413468778	1.95956
0.415170296	1.96
0.416885876	1.96
0.418615693	1.96
0.420359925	1.96
0.422118753	1.96
0.423892361	1.96
0.425680936	1.96
0.427484669	1.96
0.429303753	1.96
0.431138384	1.96
0.432988764	1.96334
0.434855095	1.96736
0.436737584	1.97138
0.438636443	1.9754
0.440551886	1.97942
0.442484131	1.98688
0.444433401	1.99492
0.44639992	2.00296
0.44838392	2.011
0.450385634	2.01904
0.4524053	2.02177
0.454443162	2.02378
0.456499466	2.02579
0.458574463	2.0278
0.460668411	2.02981
0.462781569	2.03364
0.464914203	2.03766
0.467066583	2.04168
0.469238986	2.0457
0.471431691	2.04972
0.473644986	2.05187
0.47587916	2.05388
0.478134512	2.05589
0.480411343	2.0579
0.482709961	2.05991
0.485030682	2.06192
0.487373826	2.06393
0.489739718	2.06594
0.492128692	2.06795
0.494541088	2.06996
0.496977251	2.07591
0.499437534	2.08194
0.501922298	2.08797
0.50443191	2.094
0.506966743	2.10001
0.509527182	2.10202
0.512113614	2.10403
0.514726439	2.10604
0.517366061	2.10805
0.520032897	2.1103
0.522727368	2.12035
0.525449906	2.1304
0.528200953	2.14045
0.530980958	2.1505
0.533790381	2.16011
0.536629691	2.16212
0.539499369	2.16413
0.542399903	2.16614
0.545331794	2.16815
0.548295554	2.17016
0.551291705	2.17217
0.55432078	2.17418
0.557383326	2.17619
0.5604799	2.1782
0.563611072	2.18
0.566777427	2.18
0.569979559	2.18
0.573218079	2.18
0.576493611	2.18
0.579806793	2.18026
0.583158277	2.18227
0.586548732	2.18428
0.589978842	2.18629
0.593449306	2.1883
0.59696084	2.19
0.600514178	2.19
0.604110072	2.19
0.607749289	2.19
0.611432618	2.19
0.615160866	2.1918
0.618934859	2.20185
0.622755444	2.2119
0.62662349	2.22195
0.630539887	2.232
0.634505547	2.24041
0.638521405	2.24242
0.64258842	2.24443
0.646707577	2.24644
0.650879884	2.24845
0.655106376	2.25092
0.659388117	2.25494
0.663726197	2.25896
0.668121735	2.26298
0.67257588	2.267
0.677089812	2.27204
0.681664743	2.28008
0.686301918	2.28812
0.691002616	2.29616
0.695768151	2.3042
0.700599875	2.31168
0.705499174	2.31771
0.710467479	2.32374
0.715506255	2.32977
0.720617014	2.3358
0.725801309	2.34
0.731060739	2.34
0.736396949	2.34
0.741811632	2.34
0.747306533	2.34
0.752883447	2.34066
0.758544225	2.34267
0.764290772	2.34468
0.770125053	2.34669
0.776049092	2.3487
0.782064976	2.35071
0.788174859	2.35272
0.79438096	2.35473
0.800685571	2.35674
0.807091056	2.35875
0.813599854	2.36
0.820214487	2.36
0.826937557	2.36
0.833771752	2.36
0.84071985	2.36
0.847784722	2.36324
0.854969339	2.37128
0.862276769	2.37932
0.869710189	2.38736
0.877272887	2.3954
0.884968263	2.4
0.89279984	2.4
0.900771267	2.4
0.908886324	2.4
0.917148927	2.4
0.925563137	2.40273
0.934133166	2.40876
0.942863383	2.41479
0.95175832	2.42082
0.960822685	2.42685
0.970061365	2.43192
0.979479436	2.43594
0.989082176	2.43996
0.998875069	2.44398
1.00886382	2.448
1.019054363	2.45202
1.029452877	2.45604
1.040065793	2.46006
1.050899812	2.46408
1.061961915	2.4681
1.073259382	2.47106
1.084799806	2.47307
1.096591108	2.47508
1.10864156	2.47709
1.120959799	2.4791
1.133554853	2.48555
1.146436159	2.4956
1.159613586	2.50565
1.173097465	2.5157
1.186898611	2.52575
1.201028357	2.53464
1.215498578	2.54268
1.230321731	2.55072
1.245510888	2.55876
1.261079774	2.5668
1.277042809	2.58573
1.293415153	2.61186
1.310212753	2.63799
1.327452394	2.66412
1.345151759	2.69025
1.363329486	2.7189
1.382005232	2.74905
1.401199749	2.7792
1.420934957	2.80935
1.441234028	2.8395
1.462121478	2.85655
1.483623264	2.8666
1.505766895	2.87665
1.528581545	2.8867
1.552098184	2.89675
1.576349718	2.9
1.601371142	2.9
1.627199709	2.9
1.653875114	2.9
1.681439699	2.9
1.709938677	2.90423
1.739420378	2.91026
1.769936525	2.91629
1.801542535	2.92232
1.834297854	2.92835
1.868266332	2.93292
1.903516641	2.93694
1.94012273	2.94096
1.978164352	2.94498
2.017727639	2.949
2.058905754	2.95755
2.101799624	2.9676
2.146518765	2.97765
2.193182216	2.9877
2.241919599	2.99775
2.292872317	3.00156
2.346194929	3.00357
2.402056713	3.00558
2.460643462	3.00759
2.522159549	3.0096
2.586830306	3.01644
2.654904788	3.02448
2.726658972	3.03252
2.802399499	3.04056
2.882468056	3.0486
2.967246528	3.05996
3.057163089	3.07202
3.152699436	3.08408
3.254399418	3.09614
3.362879398	3.1082
3.478840757	3.11171
3.60308507	3.11372
3.736532665	3.11573
3.88024546	3.11774
4.035455278	3.11975
4.203599248	3.12352
4.386364433	3.12754
4.585744634	3.13156
4.804113426	3.13558
5.044319098	3.1396
5.309809576	3.16896
5.604798997	3.20112
5.934493056	3.23328
6.305398872	3.26544
6.725758797	3.2976
7.206170139	3.3279
7.760490919	3.35805
8.407198496	3.3882
9.171489268	3.41835
10.0886382	3.4485
11.20959799	3.45955
12.61079774	3.4696
14.41234028	3.47965
16.81439699	3.4897
20.17727639	3.49975

